"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA"
"MSHM27263","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27264","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27265","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",23,"PDA"
"MSHM27266","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",23,"PDA"
"MSHM27267","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",23,"PDA"
"MSHM27268","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",30,"PDA"
"MSHM27269","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",30,"PDA"
"MSHM27270","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",30,"PDA"
"MSHM27271","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM27272","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM27273","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",23,"PDA+Plant extract"
"MSHM27274","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM27275","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM27276","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Leaf",30,"PDA+Plant extract"
"MSHM27277","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",23,"PDA"
"MSHM27278","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",23,"PDA"
"MSHM27279","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",23,"PDA"
"MSHM27280","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",30,"PDA"
"MSHM27281","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",30,"PDA"
"MSHM27282","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",30,"PDA"
"MSHM27283","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM27284","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM27285","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",23,"PDA+Plant extract"
"MSHM27286","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM27287","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM27288","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Branch",30,"PDA+Plant extract"
"MSHM27289","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA"
"MSHM27290","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA"
"MSHM27291","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA"
"MSHM27292","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA"
"MSHM27293","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA"
"MSHM27294","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA"
"MSHM27295","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA"
"MSHM27296","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA"
"MSHM27297","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA"
"MSHM27298","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA"
"MSHM27299","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA"
"MSHM27300","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA"
"MSHM27301","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM27302","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM27303","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM27304","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM27305","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM27306","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",23,"PDA+Plant extract"
"MSHM27307","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27308","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27309","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27310","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27311","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27312","Sorkhe","Gypsum Soil","S2017","Eremurus sp.","Root",30,"PDA+Plant extract"
"MSHM27601","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA"
"MSHM27602","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA"
"MSHM27603","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA"
"MSHM27604","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA"
"MSHM27605","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA"
"MSHM27606","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA"
"MSHM27607","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA+Plant extract"
"MSHM27608","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA+Plant extract"
"MSHM27609","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA+Plant extract"
"MSHM27610","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA+Plant extract"
"MSHM27611","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA+Plant extract"
"MSHM27612","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA+Plant extract"
"MSHM27613","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA"
"MSHM27614","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA"
"MSHM27615","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA"
"MSHM27616","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA"
"MSHM27617","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA"
"MSHM27618","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA"
"MSHM27619","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA+Plant extract"
"MSHM27620","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA+Plant extract"
"MSHM27621","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA+Plant extract"
"MSHM27622","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA+Plant extract"
"MSHM27623","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA+Plant extract"
"MSHM27624","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA+Plant extract"
"MSHM27625","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27626","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27627","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27628","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27629","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27630","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27631","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
"MSHM27632","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
"MSHM27633","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
"MSHM27634","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
"MSHM27635","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
"MSHM27636","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
"MSHM27637","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA+Plant extract"
"MSHM27638","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA+Plant extract"
"MSHM27639","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA+Plant extract"
"MSHM27640","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA+Plant extract"
"MSHM27641","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA+Plant extract"
"MSHM27642","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA+Plant extract"
"MSHM27643","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA+Plant extract"
"MSHM27644","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA+Plant extract"
"MSHM27645","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA+Plant extract"
"MSHM27646","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA+Plant extract"
"MSHM27647","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA+Plant extract"
"MSHM27648","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA+Plant extract"
"MSHM27649","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA"
"MSHM27650","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA"
"MSHM27651","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA"
"MSHM27652","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA"
"MSHM27653","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA"
"MSHM27654","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA"
"MSHM27655","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA+Plant extract"
"MSHM27656","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA+Plant extract"
"MSHM27657","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",23,"PDA+Plant extract"
"MSHM27658","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA+Plant extract"
"MSHM27659","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA+Plant extract"
"MSHM27660","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Leaf",30,"PDA+Plant extract"
"MSHM27661","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA"
"MSHM27662","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA"
"MSHM27663","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA"
"MSHM27664","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA"
"MSHM27665","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA"
"MSHM27666","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA"
"MSHM27667","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA+Plant extract"
"MSHM27668","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA+Plant extract"
"MSHM27669","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",23,"PDA+Plant extract"
"MSHM27670","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA+Plant extract"
"MSHM27671","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA+Plant extract"
"MSHM27672","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Branch",30,"PDA+Plant extract"
"MSHM27673","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27674","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27675","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27676","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27677","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27678","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",23,"PDA"
"MSHM27679","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
"MSHM27680","Sorkhe","Gypsum Soil","W2016","Helitropium sp.","Root",30,"PDA"
