"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA"
"MSHM270","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",23,"PDA"
"MSHM271","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA"
"MSHM272","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA"
"MSHM273","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA"
"MSHM274","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA"
"MSHM275","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA"
"MSHM276","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA"
"MSHM277","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",23,"PDA+Plant extract"
"MSHM278","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",23,"PDA+Plant extract"
"MSHM279","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",23,"PDA+Plant extract"
"MSHM280","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",23,"PDA+Plant extract"
"MSHM281","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",23,"PDA+Plant extract"
"MSHM282","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",23,"PDA+Plant extract"
"MSHM283","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA+Plant extract"
"MSHM284","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA+Plant extract"
"MSHM285","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA+Plant extract"
"MSHM286","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA+Plant extract"
"MSHM287","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA+Plant extract"
"MSHM288","Sorkhe","Gypsum Soil","W2016","Acantholimon sp.","Root",30,"PDA+Plant extract"
"MSHM4033","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4034","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4035","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4036","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4037","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4038","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4039","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4040","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4041","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4042","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4043","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4044","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4045","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4046","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4047","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4048","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4049","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4050","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4051","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4052","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4053","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4054","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4055","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4056","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4057","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4058","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4059","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4060","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4061","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4062","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4063","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4064","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4065","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4066","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4067","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4068","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4069","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4070","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4071","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4072","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4073","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4074","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4075","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4076","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4077","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4078","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4079","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4080","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4081","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4082","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4083","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4084","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4085","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4086","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4087","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4088","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4089","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4090","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4091","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4092","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4093","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4094","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4095","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4096","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4097","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4098","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4099","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4100","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4101","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4102","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4103","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4104","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4105","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4106","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4107","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4108","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4109","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4110","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4111","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4112","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4113","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4114","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4115","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4116","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4117","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4118","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4119","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4120","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4121","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4122","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4123","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4124","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4125","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4126","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4127","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4128","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4129","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4130","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4131","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4132","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4133","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4134","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4135","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4136","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4137","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4138","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4139","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4140","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4141","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4142","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4143","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4144","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4145","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4146","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4147","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4148","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4149","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4150","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4151","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4152","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4153","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4154","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4155","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4156","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4157","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4158","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4159","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4160","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4161","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4162","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4163","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4164","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4165","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4166","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4167","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4168","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4169","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4170","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4171","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4172","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4173","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4174","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4175","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4176","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4177","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4178","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4179","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4180","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4181","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4182","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4183","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4184","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4185","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4186","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4187","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4188","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4189","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4190","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4191","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4192","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4193","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4194","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4195","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4196","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4197","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4198","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4199","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4200","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4201","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4202","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4203","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4204","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4205","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4206","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4207","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4208","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4209","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4210","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4211","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4212","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4213","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4214","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4215","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4216","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4217","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4218","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4219","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4220","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4221","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4222","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4223","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4224","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4225","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4226","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4227","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4228","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4229","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4230","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4231","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4232","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4233","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA+Plant extract"
"MSHM4234","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4235","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4236","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA+Plant extract"
"MSHM4237","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4238","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4239","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA"
"MSHM4240","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4241","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4242","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA"
"MSHM4243","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4244","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4245","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",23,"PDA+Plant extract"
"MSHM4246","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4247","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4248","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Branch",30,"PDA+Plant extract"
"MSHM4249","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4250","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4251","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4252","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4253","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4254","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA"
"MSHM4255","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4256","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4257","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4258","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4259","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4260","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA"
"MSHM4261","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4262","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4263","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4264","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4265","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4266","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",23,"PDA+Plant extract"
"MSHM4267","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4268","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4269","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4270","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4271","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4272","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Root",30,"PDA+Plant extract"
"MSHM4273","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4274","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4275","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",23,"PDA"
"MSHM4276","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4277","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
"MSHM4278","Sorkhe","Gypsum Soil","W2016","Diplotaxis harra","Leaf",30,"PDA"
